		huidige situatie (2010)					verandering			situatie na realiseren kansen							
ID		# (000)	onder 	boven	€		? #	? €/stuk		# (000)	onder 	boven		€	? €	? € na TW corr	
		18610.50956	163.2203669	288.3854407	4202307.1		-0.006514991	0		18489.26227	163.2203669	288.3854407	-121.247293	4174929.109	-27377.99084	0	2
		4547.74925	188.6321936	311.5827022	1137425.959		-0.0033895	0		4532.334652	188.6321936	311.5827022	-15.4145982	1133570.653	-3855.305816	0	2
		921.9920819	210.6913221	327.5516199	248127.8654		-0.002415138	0		919.7653438	210.6913221	327.5516199	-2.226738123	247528.6023	-599.2630393	0	2
		1183.181795	252.4925841	398.0791474	384872.3144		-0.010204956	0		1171.107477	252.4925841	398.0791474	-12.07431808	380944.7094	-3927.605008	0	2
		1192.843387	217.4564989	403.2381831	370195.7733		-0.006287905	0		1185.3429	217.4564989	403.2381831	-7.500486192	367868.0174	-2327.755946	0	2
		692.8919129	474.3571336	800.9907313	441839.1108		-0.003035445	0		690.7886778	474.3571336	800.9907313	-2.103235148	440497.9326	-1341.178227	0	2
		4233.984381	777.3110416	1265.238489	4324061.405		-0.004992804	0		4212.844928	777.3110416	1265.238489	-21.13945314	4302472.215	-21589.19005	0	2
																	
17	4-18	44444.44444	-1.597444089	0.098949511	-33299.87952		0.01	0.02		44888.88889	-1.629392971	0.100928501	444.4444444	-34305.53588	-1005.656362	-1005.656362	1
	Recycling						0.01	0.02		0	0	0	0	0	0	0	1
		952.3809524	-7.987220447	28.68693506	9857.006957		0.01	0.02		961.9047619	-8.146964856	29.26067376	9.523809524	10154.68857	297.6816101	297.6816101	1
		9000	-21.56549521	4.911302514	-74943.86712		0.01	0.02		9090	-21.99680511	5.009528565	90	-77207.17191	-2263.304787	-2263.304787	1
		750	-11.98083067	61.50474387	18571.46745		0.01	0.02		757.5	-12.22044728	62.73483875	7.5	19132.32577	560.858317	560.858317	1
							0.01	0.02		0	0	0	0	0	0	0	1
		595.2380952	-9.984025559	126.61251	34710.85847		0.01	0.02		601.1904762	-10.18370607	129.1447602	5.952380952	35759.12639	1048.267926	1048.267926	1
		3600	-7.188498403	21.80532287	26310.28405		0.01	0.02		3636	-7.332268371	22.24142933	36	27104.85463	794.5705783	794.5705783	1
		564.7058824	-19.16932907	144.0627284	35264.01864		0.01	0.02		570.3529412	-19.55271565	146.943983	5.647058824	36328.99201	1064.973363	1064.973363	1
		2266.666667	-13.57827476	37.38297454	26978.65975		0.01	0.02		2289.333333	-13.84984026	38.13063403	22.66666667	27793.41527	814.7555245	814.7555245	1
		16666.66667	-19.96805112	6.266448396	-114180.0227		0.01	0.02		16833.33333	-20.36741214	6.391777364	166.6666667	-117628.2594	-3448.236685	-3448.236685	1
		4000	-12.77955272	28.21046432	30861.82321		0.01	0.02		4040	-13.03514377	28.77467361	40	31793.85027	932.0270609	932.0270609	1
		750	-11.98083067	158.1668169	54819.74483		0.01	0.02		757.5	-12.22044728	161.3301532	7.5	56475.30113	1655.556294	1655.556294	1
		857.1428571	-11.98083067	168.195009	66948.93356		0.01	0.02		865.7142857	-12.22044728	171.5589092	8.571428571	68970.79135	2021.857794	2021.857794	1
		950	-7.587859425	153.7216121	69413.53251		0.01	0.02		959.5	-7.739616613	156.7960443	9.5	71509.8212	2096.288682	2096.288682	1
		500	-7.987220447	232.0675215	56020.07526		0.01	0.02		505	-8.146964856	236.7088719	5	57711.88153	1691.806273	1691.806273	1
		3750	-11.98083067	122.1906608	206643.4314		0.01	0.02		3787.5	-12.22044728	124.634474	37.5	212884.063	6240.631629	6240.631629	1
																	
18a	"5-11, 14-18"						0.05	0.01		0	0	0	0	0	0	0	1
	Hergebruik						0.05	0.01		0	0	0	0	0	0	0	1
		512.0617476	8.915680473	22.27071006	7984.678819		0.05	0.01		537.664835	9.004837278	22.49341716	25.60308738	8467.751887	483.0730685	483.0730685	1
		105.1825906	20	55	3944.347147		0.05	0.01		110.4417201	20.2	55.55	5.259129529	4182.980149	238.6330024	238.6330024	1
							0.05	0.01		0	0	0	0	0	0	0	1
							0.05	0.01		0	0	0	0	0	0	0	1
		525.4801028	14.35415237	14.75188744	7647.322395		0.05	0.01		551.7541079	14.49769389	14.89940631	26.27400514	8109.9854	462.6630049	462.6630049	1
		2052.142642	64.96625185	133.196583	203329.2017		0.05	0.01		2154.749774	65.61591436	134.5285488	102.6071321	215630.6184	12301.4167	12301.4167	1
							0.05	0.01		0	0	0	0	0	0	0	1
		4.32850167	1	2	6.492752505		0.05	0.01		4.544926754	1.01	2.02	0.216425084	6.885564032	0.392811527	0.392811527	1
		639.3196967	15	25	12786.39393		0.05	0.01		671.2856815	15.15	25.25	31.96598484	13559.97077	773.576833	773.576833	1
		106.0482909	40	80	6362.897455		0.05	0.01		111.3507055	40.4	80.8	5.302414546	6747.852751	384.955296	384.955296	1
		52.80772038	12	160	4541.463952		0.05	0.01		55.4481064	12.12	161.6	2.640386019	4816.222522	274.7585691	274.7585691	1
		1025.422046	18.21021528	199.7720557	111761.9131		0.05	0.01		1076.693148	18.39231743	201.7697763	51.27110228	118523.5089	6761.595744	6761.595744	1
		733.2481829	84.62092131	328.6372361	151510.3965		0.05	0.01		769.9105921	85.46713052	331.9236084	36.66240915	160676.7755	9166.378988	9166.378988	1
		77.4801799	17.29050279	245.8100559	10192.53931		0.05	0.01		81.35418889	17.46340782	248.2681564	3.874008995	10809.18794	616.6486281	616.6486281	1
		3209.151138	36.3115727	627.8560831	1065707.194		0.05	0.01		3369.608695	36.67468843	634.1346439	160.4575569	1130182.48	64475.28526	64475.28526	1
																	
18a	"5-11, 14-18"						0.05	0.01		0	0	0	0	0	0	0	1
	Hergebruik componenten						0.05	0.01		0	0	0	0	0	0	0	1
		238.0952381	8	31	4642.857143		0.05	0.01		250	8.08	31.31	11.9047619	4923.75	280.8928571	280.8928571	1
		2250	10	71	91125		0.05	0.01		2362.5	10.1	71.71	112.5	96638.0625	5513.0625	5513.0625	1
							0.05	0.01		0	0	0	0	0	0	0	1
							0.05	0.01		0	0	0	0	0	0	0	1
		29.76190476	2	44	684.5238095		0.05	0.01		31.25	2.02	44.44	1.488095238	725.9375	41.41369048	41.41369048	1
		180	25	148	15570		0.05	0.01		189	25.25	149.48	9	16511.985	941.985	941.985	1
							0.05	0.01		0	0	0	0	0	0	0	1
		340	5	51	9520		0.05	0.01		357	5.05	51.51	17	10095.96	575.96	575.96	1
		1666.666667	8	46	45000		0.05	0.01		1750	8.08	46.46	83.33333333	47722.5	2722.5	2722.5	1
		200	24	84	10800		0.05	0.01		210	24.24	84.84	10	11453.4	653.4	653.4	1
		37.5	3	221	4200		0.05	0.01		39.375	3.03	223.21	1.875	4454.1	254.1	254.1	1
		300	0	50	7500		0.05	0.01		315	0	50.5	15	7953.75	453.75	453.75	1
		142.5	15	388	28713.75		0.05	0.01		149.625	15.15	391.88	7.125	30450.93188	1737.181875	1737.181875	1
		75	4	519	19612.5		0.05	0.01		78.75	4.04	524.19	3.75	20799.05625	1186.55625	1186.55625	1
		375	31	708	138562.5		0.05	0.01		393.75	31.31	715.08	18.75	146945.5313	8383.03125	8383.03125	1
																	
18a	"5-11, 14-18"						0.05	0.01		0	0	0	0	0	0	0	1
	Reparatie						0.05	0.01		0	0	0	0	0	0	0	1
		152.7054419	24.14059351	31.68452898	4262.4		0.05	0.01		160.340714	24.38199944	32.00137427	7.635272097	4520.2752	257.8752	257.8752	1
		1444.065249	42.71794508	54.92307225	70500		0.05	0.01		1516.268511	43.14512453	55.47230297	72.20326245	74765.25	4265.25	4265.25	1
							0.05	0.01		0	0	0	0	0	0	0	1
							0.05	0.01		0	0	0	0	0	0	0	1
		14.60841618	45.7818282	66.59175011	820.8		0.05	0.01		15.33883699	46.23964648	67.25766761	0.730420809	870.4584	49.6584	49.6584	1
		456.7379081	69.36144218	91.03689286	36630		0.05	0.01		479.5748035	70.0550566	91.94726179	22.8368954	38846.115	2216.115	2216.115	1
							0.05	0.01		0	0	0	0	0	0	0	1
		377.9933046	74.87116744	98.26840726	32722.8		0.05	0.01		396.8929698	75.61987911	99.25109133	18.89966523	34702.5294	1979.7294	1979.7294	1
		2791.576434	100.9349042	129.7734483	322020		0.05	0.01		2931.155255	101.9442533	131.0711828	139.5788217	341502.21	19482.21	19482.21	1
		363.81994	87.2431566	118.4014268	37408.8		0.05	0.01		382.010937	88.11558817	119.5854411	18.190997	39672.0324	2263.2324	2263.2324	1
		46.0996041	81.88790498	114.643067	4530		0.05	0.01		48.4045843	82.70678403	115.7894976	2.304980205	4804.065	274.065	274.065	1
		177.4772692	139.3277016	179.1356163	28260		0.05	0.01		186.3511327	140.7209786	180.9269725	8.87386346	29969.73	1709.73	1709.73	1
		143.1412064	129.0362186	169.3600369	21356.4		0.05	0.01		150.2982667	130.3265808	171.0536373	7.15706032	22648.4622	1292.0622	1292.0622	1
		13.85783826	176.2179609	256.317034	2997		0.05	0.01		14.55073017	177.9801405	258.8802043	0.692891913	3178.3185	181.3185	181.3185	1
		423.3984381	379.5715466	506.0953955	187495		0.05	0.01		444.5683601	383.3672621	511.1563494	21.16992191	198838.4475	11343.4475	11343.4475	1
																	
18a	"5-11, 14-18"						0.01	0.01		0	0	0	0	0	0	0	1
	Recycling						0.01	0.01		0	0	0	0	0	0	0	1
		952.3809524	-7.987220447	28.68693506	9857.006957		0.01	0.01		961.9047619	-8.067092652	28.97380441	9.523809524	10055.1328	198.1258398	198.1258398	1
		9000	-21.56549521	4.911302514	-74943.86712		0.01	0.01		9090	-21.78115016	4.96041554	90	-76450.23885	-1506.371729	-1506.371729	1
							0.01	0.01		0	0	0	0	0	0	0	1
							0.01	0.01		0	0	0	0	0	0	0	1
		595.2380952	-9.984025559	126.61251	34710.85847		0.01	0.01		601.1904762	-10.08386581	127.8786351	5.952380952	35408.54672	697.6882552	697.6882552	1
		3600	-7.188498403	21.80532287	26310.28405		0.01	0.01		3636	-7.260383387	22.0233761	36	26839.12076	528.8367094	528.8367094	1
							0.01	0.01		0	0	0	0	0	0	0	1
		2266.666667	-13.57827476	37.38297454	26978.65975		0.01	0.01		2289.333333	-13.71405751	37.75680429	22.66666667	27520.93081	542.271061	542.271061	1
		16666.66667	-19.96805112	6.266448396	-114180.0227		0.01	0.01		16833.33333	-20.16773163	6.32911288	166.6666667	-116475.0411	-2295.018456	-2295.018456	1
		4000	-12.77955272	28.21046432	30861.82321		0.01	0.01		4040	-12.90734824	28.49256896	40	31482.14585	620.3226465	620.3226465	1
		750	-11.98083067	158.1668169	54819.74483		0.01	0.01		757.5	-12.10063898	159.7484851	7.5	55921.6217	1101.876871	1101.876871	1
		857.1428571	-11.98083067	168.195009	66948.93356		0.01	0.01		865.7142857	-12.10063898	169.8769591	8.571428571	68294.60712	1345.673565	1345.673565	1
		950	-7.587859425	153.7216121	69413.53251		0.01	0.01		959.5	-7.663738019	155.2588282	9.5	70808.74452	1395.212004	1395.212004	1
		500	-7.987220447	232.0675215	56020.07526		0.01	0.01		505	-8.067092652	234.3881967	5	57146.07877	1126.003513	1126.003513	1
		3750	-11.98083067	122.1906608	206643.4314		0.01	0.01		3787.5	-12.10063898	123.4125674	37.5	210796.9644	4153.532971	4153.532971	1
																	
18b	"5-11, 14-18"							0		0	0	0	0	0	0	0	1
	Nieuwwaarde							0		0	0	0	0	0	0	0	1
		1272.54535	40.67107964	75.4393547	73877.89663		-0.033135896	0		1230.378419	40.67107964	75.4393547	-42.16693091	71429.8863	-2448.010331	0	1
		9627.10166	64.5701586	122.0512717	898311.7405		-0.016810604	0		9465.264268	64.5701586	122.0512717	-161.837392	883210.5778	-15101.16278	0	1
								0		0	0	0	0	0	0	0	1
								0		0	0	0	0	0	0	0	1
		730.4208092	125.9297118	208.0992191	121990.841		-0.038499036	0		702.3003119	125.9297118	208.0992191	-28.12049738	117294.3112	-4696.529837	0	1
		3806.149234	140.5002666	216.7545068	679882.491		-0.034731698	0		3673.955206	140.5002666	216.7545068	-132.1940275	656269.0174	-23613.47367	0	1
								0		0	0	0	0	0	0	0	1
		3149.944205	132.310867	233.9723982	576885.9244		-0.010116398	0		3118.078115	132.310867	233.9723982	-31.86609031	571049.9166	-5836.007806	0	1
		18610.50956	163.2203669	288.3854407	4202307.1		-0.012575948	0		18376.46475	163.2203669	288.3854407	-234.0448065	4149459.103	-52847.99693	0	1
		4547.74925	188.6321936	311.5827022	1137425.959		-0.00681511	0		4516.755838	188.6321936	311.5827022	-30.99341155	1129674.276	-7751.683063	0	1
		921.9920819	210.6913221	327.5516199	248127.8654		-0.006889014	0		915.6404657	210.6913221	327.5516199	-6.351616224	246418.5091	-1709.356302	0	1
		1183.181795	252.4925841	398.0791474	384872.3144		-0.060341501	0		1111.786829	252.4925841	398.0791474	-71.39496574	361648.5411	-23223.77324	0	1
		1192.843387	217.4564989	403.2381831	370195.7733		-0.04121515	0		1143.680167	217.4564989	403.2381831	-49.16321947	354938.0989	-15257.67444	0	1
		692.8919129	474.3571336	800.9907313	441839.1108		-0.010650147	0		685.512512	474.3571336	800.9907313	-7.379400908	437133.4592	-4705.651596	0	1
		4233.984381	777.3110416	1265.238489	4324061.405		-0.046218871	0		4038.294403	777.3110416	1265.238489	-195.6899788	4124208.168	-199853.2372	0	1
																	
19a	"5, 9-11, 18"						0.03	0		0	0	0	0	0	0	0	3
	Hergebruik						0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
		4.32850167	1	2	6.492752505		0.03	0		4.45835672	1	2	0.12985505	6.687535081	0.194782575	0.194782575	3
		639.3196967	15	25	12786.39393		0.03	0		658.4992876	15	25	19.1795909	13169.98575	383.591818	383.591818	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
		733.2481829	84.62092131	328.6372361	151510.3965		0.03	0		755.2456284	84.62092131	328.6372361	21.99744549	156055.7084	4545.311895	4545.311895	3
		77.4801799	17.29050279	245.8100559	10192.53931		0.03	0		79.8045853	17.29050279	245.8100559	2.324405397	10498.31549	305.7761792	305.7761792	3
		3209.151138	36.3115727	627.8560831	1065707.194		0.03	0		3305.425673	36.3115727	627.8560831	96.27453415	1097678.41	31971.21583	31971.21583	3
																	
19a	"5, 9-11, 18"						0.03	0		0	0	0	0	0	0	0	3
	Hergebruik componenten						0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
		340	5	51	9520		0.03	0		350.2	5	51	10.2	9805.6	285.6	285.6	3
		1666.666667	8	46	45000		0.03	0		1716.666667	8	46	50	46350	1350	1350	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
		142.5	15	388	28713.75		0.03	0		146.775	15	388	4.275	29575.1625	861.4125	861.4125	3
		75	4	519	19612.5		0.03	0		77.25	4	519	2.25	20200.875	588.375	588.375	3
		375	31	708	138562.5		0.03	0		386.25	31	708	11.25	142719.375	4156.875	4156.875	3
																	
19a	"5, 9-11, 18"						0.03	0		0	0	0	0	0	0	0	3
	Reparatie						0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
		377.9933046	74.87116744	98.26840726	32722.8		0.03	0		389.3331038	74.87116744	98.26840726	11.33979914	33704.484	981.684	981.684	3
		2791.576434	100.9349042	129.7734483	322020		0.03	0		2875.323727	100.9349042	129.7734483	83.74729301	331680.6	9660.6	9660.6	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
							0.03	0		0	0	0	0	0	0	0	3
		13.85783826	176.2179609	256.317034	2997		0.03	0		14.27357341	176.2179609	256.317034	0.415735148	3086.91	89.91	89.91	3
		423.3984381	379.5715466	506.0953955	187495		0.03	0		436.1003913	379.5715466	506.0953955	12.70195314	193119.85	5624.85	5624.85	3
																	
19b	"5, 9-11, 18"							0		0	0	0	0	0	0	0	3
	Nieuwwaarde							0		0	0	0	0	0	0	0	3
								0		0	0	0	0	0	0	0	3
								0		0	0	0	0	0	0	0	3
								0		0	0	0	0	0	0	0	3
								0		0	0	0	0	0	0	0	3
								0		0	0	0	0	0	0	0	3
								0		0	0	0	0	0	0	0	3
								0		0	0	0	0	0	0	0	3
		3149.944205	132.310867	233.9723982	576885.9244		-0.006069839	0		3130.824551	132.310867	233.9723982	-19.11965419	573384.3197	-3501.604683	0	3
		18610.50956	163.2203669	288.3854407	4202307.1		-0.007545569	0		18470.08267	163.2203669	288.3854407	-140.4268839	4170598.301	-31708.79816	0	3
								0		0	0	0	0	0	0	0	3
								0		0	0	0	0	0	0	0	3
								0		0	0	0	0	0	0	0	3
		1192.843387	217.4564989	403.2381831	370195.7733		-0.02112909	0		1167.639691	217.4564989	403.2381831	-25.20369549	362373.8734	-7821.899879	0	3
		692.8919129	474.3571336	800.9907313	441839.1108		-0.006390088	0		688.4642724	474.3571336	800.9907313	-4.427640545	439015.7199	-2823.390957	0	3
		4233.984381	777.3110416	1265.238489	4324061.405		-0.027731323	0		4116.570394	777.3110416	1265.238489	-117.4139873	4204149.462	-119911.9423	0	3
																	
																	
																	
																	
																	
